TransactionID	CustomerID	CustomerDOB	CustomerGender	CustomerLocation	CustomerAccountBalance	TransactionDate	TransactionTime	TransactionAmount	Customer Age	Account Bal Status	TransactionMonth	TransactionDay	Age Range	Clean Customer Age	Customer Cluster
T582933	C3228724	Thursday, May 25, 1989	M	MUMBAI	58700.36	Saturday, August 27, 2016	3:57:00 PM	4096	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T583114	C6910454	Thursday, April 20, 1989	M	MUMBAI	244598.86	Tuesday, August 23, 2016	4:28:00 PM	1160	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T584406	C7831889	Tuesday, October 17, 1989	M	MUMBAI	22042.15	Saturday, August 27, 2016	3:21:00 PM	213	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T584603	C3132446	Sunday, November 19, 1989	M	MUMBAI	53960.59	Saturday, August 27, 2016	5:05:00 PM	2198	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T584612	C6841262	Thursday, November 16, 1989	M	MUMBAI	8863.91	Saturday, August 27, 2016	1:54:00 PM	208.77	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T584804	C5177537	Friday, December 29, 1989	M	MUMBAI	19972.23	Tuesday, August 23, 2016	3:22:00 PM	200	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T584825	C5325675	Friday, January 6, 1989	M	MUMBAI	2108.62	Saturday, August 27, 2016	3:03:00 PM	199	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T585024	C6023528	Thursday, July 27, 1989	M	MUMBAI	36953.85	Tuesday, August 23, 2016	4:03:00 PM	2400	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T585414	C6736631	Thursday, February 2, 1989	M	MUMBAI	95836.97	Saturday, August 27, 2016	3:50:00 PM	483.3	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T585489	C2935558	Wednesday, August 23, 1989	M	MUMBAI	160.99	Monday, August 22, 2016	8:34:00 PM	1387.5	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T586381	C3925164	Friday, March 17, 1989	M	MUMBAI	200075.65	Saturday, August 27, 2016	11:22:00 PM	220	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T586526	C1713711	Tuesday, March 21, 1989	M	MUMBAI	73484.47	Saturday, August 27, 2016	8:51:00 PM	603.6	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T586530	C3538280	Sunday, July 2, 1989	M	MUMBAI	95794.8	Saturday, August 27, 2016	8:59:00 PM	1086	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T586701	C6940685	Friday, October 13, 1989	M	MUMBAI	307666.55	Friday, August 26, 2016	4:51:00 PM	1776	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T586724	C4948348	Tuesday, June 20, 1989	M	MUMBAI	17.17	Saturday, August 27, 2016	8:31:00 PM	560	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T586990	C1225144	Friday, March 17, 1989	M	MUMBAI	200075.65	Saturday, August 27, 2016	11:24:00 PM	92	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T587257	C2136325	Wednesday, April 5, 1989	M	MUMBAI	52760.11	Saturday, August 27, 2016	7:35:00 PM	200	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T587522	C6466155	Saturday, January 7, 1989	M	MUMBAI	22968.41	Saturday, August 27, 2016	9:48:00 PM	676	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T587737	C1539515	Monday, March 6, 1989	M	MUMBAI	2523.09	Monday, August 22, 2016	8:30:00 PM	30	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T588074	C7646776	Monday, March 20, 1989	M	MUMBAI	826.6	Saturday, August 27, 2016	10:42:00 PM	170	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T588075	C3420768	Wednesday, April 19, 1989	M	MUMBAI	43960.92	Saturday, August 27, 2016	11:31:00 PM	1096	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T588154	C4820749	Monday, January 16, 1989	M	MUMBAI	1132.32	Saturday, August 27, 2016	11:55:00 PM	297	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T588875	C7025374	Thursday, October 12, 1989	M	MUMBAI	1191610.64	Tuesday, August 23, 2016	4:49:00 PM	1868	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T589060	C3417773	Thursday, September 28, 1989	M	MUMBAI	3251.18	Thursday, August 25, 2016	2:49:00 PM	5000	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T589567	C8715919	Saturday, May 20, 1989	M	MUMBAI	213519.66	Saturday, August 27, 2016	9:29:00 PM	1260	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T589686	C7928141	Thursday, October 5, 1989	M	MUMBAI	25881.15	Thursday, August 25, 2016	1:23:00 PM	400	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T589928	C4298835	Monday, December 11, 1989	M	MUMBAI	10176.12	Saturday, August 27, 2016	9:56:00 PM	592	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T590005	C8714123	Tuesday, January 10, 1989	M	MUMBAI	87720.49	Monday, August 22, 2016	10:56:00 PM	331	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T590017	C3720054	Sunday, March 12, 1989	M	MUMBAI	121747.74	Monday, August 22, 2016	8:29:00 PM	2000	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T590421	C8310673	Friday, September 29, 1989	M	MUMBAI	53630.4	Saturday, August 27, 2016	7:20:00 PM	747	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T590474	C8226314	Friday, July 7, 1989	M	MUMBAI	45862.13	Saturday, August 27, 2016	7:57:00 PM	1315	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T590533	C4117319	Wednesday, August 2, 1989	M	MUMBAI	16788.91	Friday, August 26, 2016	5:33:00 PM	80	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T591178	C6732650	Tuesday, September 5, 1989	M	MUMBAI	993533.5	Saturday, August 27, 2016	7:56:00 PM	25	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T591924	C8514022	Saturday, January 7, 1989	M	MUMBAI	9154.5	Saturday, August 27, 2016	9:40:00 PM	610	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T592491	C7334367	Tuesday, January 17, 1989	M	MUMBAI	7515.3	Saturday, August 27, 2016	9:54:00 PM	580	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T592902	C2142674	Sunday, April 2, 1989	M	MUMBAI	125766.71	Friday, August 26, 2016	6:01:00 PM	397	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T593561	C5298938	Thursday, April 27, 1989	M	MUMBAI	43611.87	Thursday, August 25, 2016	3:44:00 PM	683	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T593583	C6454472	Sunday, December 17, 1989	M	MUMBAI	55153.95	Thursday, August 25, 2016	1:40:00 PM	661.12	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T593633	C2846720	Monday, March 20, 1989	M	MUMBAI	826.6	Saturday, August 27, 2016	10:36:00 PM	110	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T593650	C7726381	Friday, July 7, 1989	M	MUMBAI	45862.13	Saturday, August 27, 2016	8:10:00 PM	1672	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T594164	C6324333	Friday, September 8, 1989	M	MUMBAI	10980.76	Thursday, August 25, 2016	2:26:00 PM	350	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T594191	C1548356	Tuesday, June 20, 1989	M	MUMBAI	17.17	Saturday, August 27, 2016	8:57:00 PM	335	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T594503	C1148378	Tuesday, June 20, 1989	M	MUMBAI	17.17	Saturday, August 27, 2016	7:56:00 PM	450	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T594834	C1082135	Thursday, July 20, 1989	M	MUMBAI	15.71	Friday, August 26, 2016	5:50:00 PM	10	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T594860	C8382158	Thursday, July 20, 1989	M	MUMBAI	15.71	Friday, August 26, 2016	5:42:00 PM	20	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T595274	C2857369	Saturday, February 18, 1989	M	MUMBAI	4617.3	Friday, August 26, 2016	11:36:00 PM	207	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T595398	C8033662	Wednesday, December 27, 1989	M	MUMBAI	16625.82	Saturday, August 27, 2016	8:37:00 PM	50	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T595452	C3248346	Tuesday, June 20, 1989	M	MUMBAI	17.17	Saturday, August 27, 2016	7:58:00 PM	5	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T595754	C6140620	Friday, October 13, 1989	M	MUMBAI	307666.55	Friday, August 26, 2016	4:52:00 PM	1776	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T595771	C6310379	Saturday, April 1, 1989	M	MUMBAI	256410.26	Saturday, August 27, 2016	9:37:00 PM	308.59	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T595825	C5333242	Wednesday, June 28, 1989	M	MUMBAI	41679.4	Thursday, August 25, 2016	8:59:00 AM	250	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T596022	C1219749	Tuesday, April 25, 1989	M	MUMBAI	55203.85	Friday, August 26, 2016	10:54:00 PM	3020	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T596206	C3129550	Wednesday, March 29, 1989	M	MUMBAI	14149.86	Friday, August 26, 2016	9:44:00 PM	265	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T596434	C1028124	Thursday, October 5, 1989	M	MUMBAI	25881.15	Thursday, August 25, 2016	10:22:00 AM	604	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T596443	C1998924	Thursday, April 27, 1989	M	MUMBAI	43611.87	Friday, August 26, 2016	11:16:00 PM	999	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T596498	C4890856	Wednesday, August 9, 1989	M	MUMBAI	16036.31	Friday, August 26, 2016	11:34:00 PM	235	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T597246	C7834390	Tuesday, January 17, 1989	M	MUMBAI	7515.3	Saturday, August 27, 2016	10:09:00 PM	336	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T597504	C1833690	Thursday, August 31, 1989	M	MUMBAI	364640.41	Friday, August 26, 2016	2:46:00 PM	1600.58	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T597523	C5634376	Tuesday, January 17, 1989	M	MUMBAI	7515.3	Saturday, August 27, 2016	9:42:00 PM	236.8	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T597539	C1431816	Saturday, January 7, 1989	M	MUMBAI	337.67	Friday, August 26, 2016	3:48:00 PM	49	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T597552	C7631855	Tuesday, October 17, 1989	M	MUMBAI	22042.15	Saturday, August 27, 2016	10:45:00 PM	810	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T597578	C8274714	Wednesday, September 27, 1989	M	MUMBAI	552823.04	Friday, August 26, 2016	11:56:00 PM	2151	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T597642	C3725747	Thursday, November 9, 1989	M	MUMBAI	46542.83	Thursday, August 25, 2016	11:33:00 AM	172	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T597650	C1935082	Friday, June 23, 1989	M	MUMBAI	242703.33	Friday, August 26, 2016	10:36:00 PM	273	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T597661	C2766173	Saturday, January 7, 1989	M	MUMBAI	22968.41	Thursday, August 25, 2016	12:22:00 AM	214	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T597705	C2623118	Wednesday, August 9, 1989	M	MUMBAI	58.91	Thursday, August 25, 2016	9:04:00 AM	220	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T597918	C5438343	Thursday, June 15, 1989	M	MUMBAI	3379.21	Thursday, August 25, 2016	10:26:00 AM	204	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T598023	C7941658	Tuesday, April 18, 1989	M	MUMBAI	171927.54	Friday, August 26, 2016	10:29:00 PM	219	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T598108	C6933718	Tuesday, July 4, 1989	M	MUMBAI	38202.66	Saturday, August 27, 2016	9:43:00 PM	1733.72	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T598497	C9034552	Monday, January 9, 1989	M	MUMBAI	24970.66	Friday, August 26, 2016	9:20:00 PM	1400	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T598716	C2429244	Friday, March 24, 1989	M	MUMBAI	3056.9	Friday, August 26, 2016	2:55:00 PM	89	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T598821	C8838115	Tuesday, January 3, 1989	M	MUMBAI	2581.17	Friday, August 26, 2016	11:05:00 PM	798	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T598829	C6322547	Saturday, December 23, 1989	M	MUMBAI	12258.07	Friday, August 26, 2016	9:34:00 PM	910	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T598903	C3446850	Thursday, October 26, 1989	M	MUMBAI	1828.2	Thursday, August 25, 2016	8:32:00 AM	520	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T598977	C4429220	Friday, March 24, 1989	M	MUMBAI	3056.9	Friday, August 26, 2016	3:01:00 PM	50	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T599013	C2218865	Saturday, June 10, 1989	M	MUMBAI	18872.05	Saturday, August 27, 2016	8:14:00 PM	249	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T599116	C1920564	Tuesday, August 22, 1989	M	MUMBAI	2042.45	Thursday, August 25, 2016	9:27:00 AM	503	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T599337	C7942586	Saturday, April 29, 1989	M	MUMBAI	299708.08	Friday, August 26, 2016	9:40:00 PM	117	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T599709	C3935023	Friday, June 23, 1989	M	MUMBAI	242703.33	Friday, August 26, 2016	10:07:00 PM	433	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T599852	C6638387	Thursday, June 15, 1989	M	MUMBAI	3379.21	Thursday, August 25, 2016	10:22:00 AM	105	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T600373	C6720770	Wednesday, April 19, 1989	M	MUMBAI	43960.92	Thursday, August 25, 2016	11:44:00 AM	600	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T600671	C8531092	Wednesday, January 4, 1989	M	MUMBAI	49034.02	Friday, August 26, 2016	8:18:00 PM	127	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T600721	C4882180	Thursday, July 20, 1989	M	MUMBAI	15.71	Friday, August 26, 2016	5:47:00 PM	10	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T600800	C1682127	Thursday, July 20, 1989	M	MUMBAI	15.71	Friday, August 26, 2016	5:39:00 PM	31	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T600915	C2412462	Wednesday, September 13, 1989	M	MUMBAI	66142.07	Friday, August 26, 2016	8:49:00 PM	550	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T601151	C3018237	Thursday, December 28, 1989	M	MUMBAI	7384.81	Thursday, August 25, 2016	7:02:00 AM	554.06	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T601164	C8083124	Friday, March 31, 1989	M	MUMBAI	34461.48	Friday, August 26, 2016	11:07:00 PM	442	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T601205	C6113126	Monday, September 4, 1989	M	MUMBAI	86294.48	Friday, August 26, 2016	5:04:00 PM	2000	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T601452	C3474727	Wednesday, September 27, 1989	M	MUMBAI	552823.04	Friday, August 26, 2016	8:14:00 PM	2165	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T601636	C4726011	Monday, August 7, 1989	M	MUMBAI	6947.84	Friday, August 26, 2016	9:38:00 PM	764	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T601833	C5742616	Sunday, April 2, 1989	M	MUMBAI	125766.71	Friday, August 26, 2016	8:42:00 PM	316	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T602015	C2213738	Tuesday, March 21, 1989	M	MUMBAI	73484.47	Friday, August 26, 2016	4:18:00 PM	7648	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T602266	C3640468	Thursday, September 28, 1989	M	MUMBAI	28099.99	Friday, August 26, 2016	9:40:00 PM	350	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T602671	C5629275	Friday, March 24, 1989	M	MUMBAI	3056.9	Friday, August 26, 2016	2:58:00 PM	60	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T602784	C7829625	Thursday, November 2, 1989	M	MUMBAI	131830.77	Friday, August 26, 2016	11:21:00 PM	1170	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T603377	C2545647	Thursday, January 5, 1989	M	MUMBAI	16989.21	Friday, August 26, 2016	7:46:00 PM	3995	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T603675	C2218711	Monday, October 23, 1989	M	MUMBAI	134700.02	Thursday, August 25, 2016	8:37:00 AM	200	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T604123	C4282189	Thursday, July 20, 1989	M	MUMBAI	15.71	Friday, August 26, 2016	6:02:00 PM	10	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T604403	C7529256	Friday, March 24, 1989	M	MUMBAI	3056.9	Thursday, August 25, 2016	11:38:00 AM	66	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T604427	C7638169	Tuesday, January 3, 1989	M	MUMBAI	2581.17	Thursday, August 25, 2016	1:05:00 PM	460	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T604986	C7926848	Tuesday, May 2, 1989	M	MUMBAI	18725.83	Thursday, August 25, 2016	11:11:00 AM	240.28	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T605134	C3718827	Monday, September 25, 1989	M	MUMBAI	606.32	Friday, August 26, 2016	8:36:00 PM	386.04	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T605653	C3510316	Monday, July 3, 1989	M	MUMBAI	2153.44	Friday, August 26, 2016	7:31:00 PM	149	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T605951	C1215341	Monday, August 14, 1989	M	MUMBAI	9663.7	Friday, August 26, 2016	7:06:00 PM	140	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T606056	C5127318	Wednesday, March 22, 1989	M	MUMBAI	6375.87	Friday, August 26, 2016	6:33:00 PM	381	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T606127	C7232861	Monday, May 1, 1989	M	MUMBAI	4369.94	Friday, August 26, 2016	6:37:00 PM	828.73	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T606155	C6465043	Monday, December 25, 1989	M	MUMBAI	544751.73	Friday, August 26, 2016	6:32:00 PM	530	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T606880	C3831020	Wednesday, January 4, 1989	M	MUMBAI	49034.02	Thursday, August 25, 2016	11:34:00 AM	200	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T607070	C7215455	Saturday, February 25, 1989	M	MUMBAI	121466.34	Friday, August 26, 2016	1:49:00 PM	499	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T607161	C4655413	Thursday, May 4, 1989	M	MUMBAI	1151.08	Friday, August 26, 2016	11:22:00 AM	20	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T607270	C4239562	Friday, November 17, 1989	M	MUMBAI	22314.26	Friday, August 26, 2016	12:01:00 PM	94	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T607584	C5928142	Thursday, October 5, 1989	M	MUMBAI	25881.15	Friday, August 26, 2016	8:25:00 PM	1888.11	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T607604	C2938334	Thursday, June 15, 1989	M	MUMBAI	3379.21	Thursday, August 25, 2016	9:46:00 AM	480	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T607657	C3441761	Thursday, May 18, 1989	M	MUMBAI	214.69	Friday, August 26, 2016	3:14:00 PM	3450	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T607825	C3319756	Saturday, March 18, 1989	M	MUMBAI	9609.83	Friday, August 26, 2016	11:06:00 AM	67	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T608180	C2120757	Wednesday, April 19, 1989	M	MUMBAI	43960.92	Friday, August 26, 2016	8:05:00 PM	206	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T609120	C4012131	Sunday, July 2, 1989	M	MUMBAI	61329.3	Friday, August 26, 2016	12:06:00 PM	1450	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T610114	C4492754	Saturday, September 23, 1989	M	MUMBAI	24460.72	Friday, August 26, 2016	1:55:00 PM	470	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T610222	C1362889	Sunday, March 26, 1989	M	MUMBAI	864895.28	Friday, August 26, 2016	8:51:00 AM	555	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T610357	C3466153	Saturday, January 7, 1989	M	MUMBAI	22968.41	Friday, August 26, 2016	10:00:00 PM	310	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T610458	C7046930	Saturday, July 8, 1989	M	MUMBAI	27202.89	Friday, August 26, 2016	9:17:00 AM	2028	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T610838	C2310354	Tuesday, August 8, 1989	M	MUMBAI	25200.88	Friday, August 26, 2016	8:27:00 AM	550	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T611387	C3423714	Monday, December 11, 1989	M	MUMBAI	4952.72	Friday, August 26, 2016	3:18:00 PM	160	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T612026	C6740881	Thursday, August 10, 1989	M	MUMBAI	201907.47	Friday, August 26, 2016	12:43:00 PM	2000	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T612230	C4354441	Sunday, December 17, 1989	M	MUMBAI	55153.95	Friday, August 26, 2016	1:29:00 PM	330	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T612485	C7831031	Wednesday, January 4, 1989	M	MUMBAI	49034.02	Friday, August 26, 2016	11:54:00 AM	1203	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T612553	C1319727	Saturday, March 18, 1989	M	MUMBAI	9609.83	Friday, August 26, 2016	11:05:00 AM	67	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T612673	C8417324	Wednesday, August 2, 1989	M	MUMBAI	16788.91	Friday, August 26, 2016	2:04:00 PM	300	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T612707	C1218853	Monday, September 25, 1989	M	MUMBAI	606.32	Friday, August 26, 2016	8:18:00 AM	297.97	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T613163	C1241274	Thursday, November 16, 1989	M	MUMBAI	8863.91	Friday, August 26, 2016	12:47:00 PM	470	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T613174	C3313165	Monday, September 4, 1989	M	MUMBAI	86294.48	Friday, August 26, 2016	2:34:00 PM	3000	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T613788	C7734370	Tuesday, January 17, 1989	M	MUMBAI	7515.3	Friday, August 26, 2016	10:32:00 AM	240	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T614132	C4640814	Thursday, November 9, 1989	M	MUMBAI	11031.07	Friday, August 26, 2016	8:03:00 AM	204	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T614168	C2124482	Thursday, October 12, 1989	M	MUMBAI	3980.32	Saturday, August 27, 2016	7:10:00 PM	580	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T614425	C3934568	Thursday, February 9, 1989	M	MUMBAI	20928.46	Monday, August 22, 2016	11:00:00 PM	33	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T614467	C5345136	Monday, September 4, 1989	M	MUMBAI	73588.16	Friday, August 26, 2016	11:51:00 AM	741	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T614796	C8510841	Wednesday, November 22, 1989	M	MUMBAI	778257.24	Friday, August 26, 2016	12:36:00 PM	1276	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T615398	C7865039	Monday, December 25, 1989	M	MUMBAI	544751.73	Friday, August 26, 2016	10:53:00 PM	1415.58	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T615408	C3038355	Thursday, June 15, 1989	M	MUMBAI	3379.21	Friday, August 26, 2016	6:24:00 AM	492.6	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T615621	C2238124	Tuesday, January 3, 1989	M	MUMBAI	2581.17	Thursday, August 25, 2016	12:01:00 AM	400	27	Valid	Aug-16	Thursday	26-35	27	Cluster2
T615705	C2212459	Wednesday, September 13, 1989	M	MUMBAI	66142.07	Friday, August 26, 2016	9:51:00 PM	1445.7	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T616307	C2218779	Monday, October 23, 1989	M	MUMBAI	134700.02	Saturday, August 27, 2016	6:45:00 PM	8170	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T616499	C7620668	Monday, December 25, 1989	M	MUMBAI	12608.13	Saturday, August 27, 2016	5:54:00 PM	504.31	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T616629	C8927330	Wednesday, March 22, 1989	M	MUMBAI	6375.87	Friday, August 26, 2016	8:33:00 PM	140	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T616712	C8114141	Tuesday, January 10, 1989	M	MUMBAI	87720.49	Monday, August 22, 2016	10:51:00 PM	530	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T616987	C8538634	Saturday, July 1, 1989	M	MUMBAI	806.25	Friday, August 26, 2016	2:41:00 PM	456	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T617035	C3017740	Sunday, November 5, 1989	M	MUMBAI	18110.81	Friday, August 26, 2016	12:28:00 PM	170	27	Valid	Aug-16	Friday	26-35	27	Cluster2
T617264	C6320643	Monday, December 25, 1989	M	MUMBAI	12608.13	Saturday, August 27, 2016	6:47:00 PM	100.86	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T617340	C2110424	Thursday, April 20, 1989	M	MUMBAI	244598.86	Thursday, August 25, 2016	7:35:00 AM	95	27	Valid	Aug-16	Thursday	26-35	27	Cluster1
T617607	C1426119	Sunday, November 12, 1989	M	MUMBAI	1563.94	Friday, August 26, 2016	8:55:00 AM	119.24	27	Valid	Aug-16	Friday	26-35	27	Cluster1
T617711	C7366188	Saturday, January 7, 1989	M	MUMBAI	22968.41	Monday, August 22, 2016	11:27:00 PM	276.46	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T617796	C4220659	Monday, December 25, 1989	M	MUMBAI	12608.13	Saturday, August 27, 2016	6:32:00 PM	504.31	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T617924	C6228140	Thursday, October 5, 1989	M	MUMBAI	25881.15	Saturday, August 27, 2016	6:06:00 PM	4000	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T618171	C3038370	Thursday, June 15, 1989	M	MUMBAI	3379.21	Saturday, August 27, 2016	5:59:00 PM	899	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
T618174	C5592720	Saturday, September 23, 1989	M	MUMBAI	24460.72	Saturday, August 27, 2016	6:45:00 PM	2135	27	Valid	Aug-16	Saturday	26-35	27	Cluster2
T618183	C8120657	Monday, December 25, 1989	M	MUMBAI	12608.13	Saturday, August 27, 2016	5:45:00 PM	201.73	27	Valid	Aug-16	Saturday	26-35	27	Cluster1
